assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	asm_submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material	asm_not_live_date	assembly_type	group	genome_size	genome_size_ungapped	gc_percent	replicon_count	scaffold_count	contig_count	annotation_provider	annotation_name	annotation_date	total_gene_count	protein_coding_gene_count	non_coding_gene_count	pubmed_id
GCF_001761465.1	PRJNA224116	SAMN05726037	na	reference genome	1492737	1492737	Flavobacterium gilvum	strain=EM1308	na	latest	Complete Genome	Major	Full	2016-10-12	ASM176146v1	Korea University	GCA_001761465.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/761/465/GCF_001761465.1_ASM176146v1	na	assembly from type material	na        	haploid	bacteria	4402594	4402594	35.0	1	1	1	NCBI RefSeq	GCF_001761465.1-RS_2024_10_22	2024-10-22	3551	3458	74	na
GCF_000695795.1	PRJNA224116	SAMN02797833	JNCA00000000.1	reference genome	1492738	1492738	Flavobacterium seoulense	strain=EM1321	na	latest	Contig	Major	Full	2014-05-27	ASM69579v1	ChunLab, Inc	GCA_000695795.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/695/795/GCF_000695795.1_ASM69579v1	na	assembly from type material	na        	haploid	bacteria	3792640	3792640	33.0	0	56	56	NCBI RefSeq	GCF_000695795.1-RS_2024_10_22	2024-10-22	3223	3155	57	25584140
GCF_030409605.1	PRJNA224116	SAMN35653707	JAUFQG000000000.1	reference genome	1492769	1492769	Simiduia curdlanivorans	strain=CECT 8570	na	latest	Contig	Major	Full	2023-07-05	ASM3040960v1	The Institute of Microbiology of the Chinese Academy of Sciences	GCA_030409605.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/409/605/GCF_030409605.1_ASM3040960v1	na	assembly from type material	na        	haploid	bacteria	4544690	4544690	51.0	0	6	6	NCBI RefSeq	GCF_030409605.1-RS_2024_07_07	2024-07-07	3984	3888	67	30832757
GCF_034371605.1	PRJNA224116	SAMN38477429	na	reference genome	1492771	1492771	Limimaricola variabilis	strain=OXR-209	na	latest	Complete Genome	Major	Full	2023-12-14	ASM3437160v1	Gloucester Marine Genomics Institute	GCA_034371605.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/034/371/605/GCF_034371605.1_ASM3437160v1	na	na	na        	haploid	bacteria	4222525	4222525	67.5	7	7	7	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023-12-19	4162	4033	69	na
GCF_001644645.1	PRJNA224116	SAMN03287577	na	reference genome	1492898	1492898	Flavisolibacter tropicus	strain=LCS9	na	latest	Complete Genome	Major	Full	2016-05-16	ASM164464v1	Seoul Women's University	GCA_001644645.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/644/645/GCF_001644645.1_ASM164464v1	na	assembly from type material	na        	haploid	bacteria	5940863	5940863	41.5	1	1	1	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-03-04	4973	4906	56	27259556
GCF_001039595.1	PRJNA224116	SAMN02834819	JNGS00000000.1	reference genome	1492901	1492901	Bizionia psychrotolerans	strain=PB-M7	na	latest	Contig	Major	Full	2015-06-25	ASM103959v1	Korea Food Research Institute	GCA_001039595.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/039/595/GCF_001039595.1_ASM103959v1	na	assembly from type material	na        	haploid	bacteria	500897	500897	33.5	0	22	22	NCBI RefSeq	GCF_001039595.1-RS_2024_10_22	2024-10-22	493	452	7	na
GCF_007923355.1	PRJNA224116	SAMN12305640	VOGO00000000.1	reference genome	1492905	1492905	Phaeobacter marinintestinus	strain=UB-M7	na	latest	Contig	Major	Full	2019-08-09	ASM792335v1	Shandong University	GCA_007923355.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/923/355/GCF_007923355.1_ASM792335v1	na	assembly from type material	na        	haploid	bacteria	4943538	4943538	58.5	0	64	64	NCBI RefSeq	GCF_007923355.1-RS_2024_05_04	2024-05-04	4723	4596	51	na
GCF_005860765.1	PRJNA224116	SAMN11651190	VCEI00000000.1	reference genome	1493691	1493691	Dyadobacter sediminis	strain=Z12	na	latest	Scaffold	Major	Full	2019-05-27	ASM586076v1	Henan University of Technology	GCA_005860765.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/860/765/GCF_005860765.1_ASM586076v1	na	assembly from type material	na        	haploid	bacteria	6199851	6199666	45.0	0	33	33	NCBI RefSeq	GCF_005860765.1-RS_2024_09_16	2024-09-16	5006	4947	43	na
GCF_003815615.1	PRJNA224116	SAMN10343193	na	reference genome	1493872	1493872	Chryseobacterium shandongense	strain=G0239	na	latest	Complete Genome	Major	Full	2018-11-25	ASM381561v1	Bacterial Special Pathogens Branch (CDC)	GCA_003815615.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/815/615/GCF_003815615.1_ASM381561v1	na	na	na        	haploid	bacteria	4390955	4390955	37.0	1	1	1	NCBI RefSeq	GCF_003815615.1-RS_2024_10_23	2024-10-23	3976	3874	84	na
GCF_002806975.1	PRJNA224116	SAMN07193047	NIHD00000000.1	reference genome	1494078	1494078	Marinobacter aromaticivorans	strain=D15-8P	na	latest	Contig	Major	Full	2017-12-04	ASM280697v1	Shandong Uniwersity at Weihai	GCA_002806975.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/806/975/GCF_002806975.1_ASM280697v1	na	assembly from type material	na        	haploid	bacteria	4110204	4110204	56.0	0	47	47	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023-11-25	3789	3684	55	na
GCF_902712995.1	PRJNA224116	SAMEA6425754	CACTIB000000000.1	reference genome	1494318	1494318	Candidatus Mycoplasma haematohominis	strain=neocaledoniensis	na	latest	Contig	Major	Full	2020-07-30	PRJEB35870	URMITE	GCA_902712995.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/712/995/GCF_902712995.1_PRJEB35870	na	na	na        	haploid	bacteria	1016508	1016508	32.5	0	38	38	NCBI RefSeq	GCF_902712995.1-RS_2024_08_08	2024-08-08	1181	1131	37	na
GCF_016908875.1	PRJNA224116	SAMN17620071	JAFBES000000000.1	reference genome	1494429	1494429	Bacillus ectoiniformans	strain=DSM 28970	na	latest	Contig	Major	Full	2021-02-19	ASM1690887v1	DOE Joint Genome Institute	GCA_016908875.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/908/875/GCF_016908875.1_ASM1690887v1	na	assembly from type material	na        	haploid	bacteria	3531559	3531559	41.0	0	35	35	NCBI RefSeq	GCF_016908875.1-RS_2024_03_28	2024-03-28	3499	3402	77	na
GCF_014640075.1	PRJNA224116	SAMD00244982	BMGG00000000.1	reference genome	1494448	1494448	Chelatococcus reniformis	strain=CGMCC 1.12919	na	latest	Scaffold	Major	Full	2020-09-12	ASM1464007v1	WFCC-MIRCEN World Data Centre for Microorganisms (WDCM)	GCA_014640075.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/640/075/GCF_014640075.1_ASM1464007v1	na	assembly from type material	na        	haploid	bacteria	6819047	6817137	68.0	0	40	40	NCBI RefSeq	GCF_014640075.1-RS_2024_09_02	2024-09-02	6091	5941	54	30832757
GCF_013449735.1	PRJNA224116	SAMN15463234	JACBNY000000000.1	reference genome	1494461	1494461	Lactococcus laudensis	strain=DSM 28961	na	latest	Contig	Major	Full	2020-07-21	ASM1344973v1	Technische Universitaet Muenchen	GCA_013449735.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/449/735/GCF_013449735.1_ASM1344973v1	na	assembly from type material	na        	haploid	bacteria	2296468	2296468	38.5	0	69	69	NCBI RefSeq	GCF_013449735.1-RS_2024_05_05	2024-05-05	2332	2168	55	na
GCF_009601015.1	PRJNA224116	SAMN13118404	WITJ00000000.1	reference genome	1494462	1494462	Lactococcus hircilactis	strain=DSM 28960	na	latest	Scaffold	Major	Full	2019-11-05	ASM960101v1	Chinese center for disease control and prevention	GCA_009601015.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/601/015/GCF_009601015.1_ASM960101v1	na	assembly from type material	na        	haploid	bacteria	2563666	2563656	37.5	0	49	49	NCBI RefSeq	GCF_009601015.1-RS_2024_05_05	2024-05-05	2591	2465	60	na
GCF_001558695.1	PRJNA224116	SAMN04280999	LNTU00000000.1	reference genome	1494590	1494590	Paramesorhizobium deserti	strain=A-3-E	na	latest	Contig	Major	Full	2016-02-11	ASM155869v1	Beijing Institute of Microbiology and Epidemiology	GCA_001558695.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/558/695/GCF_001558695.1_ASM155869v1	na	assembly from type material	na        	haploid	bacteria	5482214	5482214	61.0	0	41	41	NCBI RefSeq	GCF_001558695.1-RS_2024_04_24	2024-04-24	5253	5034	53	27125485
GCF_016908635.1	PRJNA224116	SAMN17619921	JAFBEG000000000.1	reference genome	1494606	1494606	Sporohalobacter salinus	strain=DSM 26781	na	latest	Contig	Major	Full	2021-02-19	ASM1690863v1	DOE Joint Genome Institute	GCA_016908635.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/908/635/GCF_016908635.1_ASM1690863v1	na	assembly from type material	na        	haploid	bacteria	2677633	2677633	32.5	0	54	54	NCBI RefSeq	GCF_016908635.1-RS_2024_03_28	2024-03-28	2695	2622	59	na
GCF_003201975.1	PRJNA224116	SAMN09074764	QJJQ00000000.1	reference genome	1494959	1494959	Pseudogracilibacillus auburnensis	strain=DSM 28556	na	latest	Scaffold	Major	Full	2018-06-07	ASM320197v1	DOE Joint Genome Institute	GCA_003201975.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/201/975/GCF_003201975.1_ASM320197v1	na	assembly from type material	na        	haploid	bacteria	4779970	4779193	35.5	0	39	39	NCBI RefSeq	GCF_003201975.1-RS_2024_04_27	2024-04-27	4492	4356	66	na
GCF_014223975.1	PRJNA224116	SAMN14390322	JAARRM000000000.1	reference genome	1494960	1494960	Listeria aquatica	strain=FSL L7-1507	na	latest	Contig	Major	Full	2020-08-17	ASM1422397v1	Cornell University	GCA_014223975.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/223/975/GCF_014223975.1_ASM1422397v1	na	na	na        	haploid	bacteria	2647951	2647951	39.5	0	12	12	NCBI RefSeq	GCF_014223975.1-RS_2024_04_27	2024-04-27	2622	2556	57	na
GCF_014322885.1	PRJNA224116	SAMN14390317	JAASUG000000000.1	reference genome	1494963	1494963	Listeria grandensis	strain=FSL L7-1479	na	latest	Contig	Major	Full	2020-08-27	ASM1432288v1	Cornell University	GCA_014322885.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/322/885/GCF_014322885.1_ASM1432288v1	na	na	na        	haploid	bacteria	3342227	3342227	42.0	0	38	38	NCBI RefSeq	GCF_014322885.1-RS_2024_04_27	2024-04-27	3066	2992	54	na
GCF_000934725.1	PRJNA224116	SAMN03351828	JYNS00000000.1	reference genome	1495050	1495050	Methyloterricola oryzae	strain=73a	na	latest	Scaffold	Major	Full	2015-02-26	ASM93472v1	DOE Joint Genome Institute	GCA_000934725.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/934/725/GCF_000934725.1_ASM93472v1	na	assembly from type material	na        	haploid	bacteria	4902375	4902365	61.0	0	73	73	NCBI RefSeq	GCF_000934725.1-RS_2024_08_05	2024-08-05	4346	4237	55	28818885
GCF_000731675.1	PRJNA224116	SAMN02739926	JMIT00000000.1	reference genome	1495066	1495066	Pseudomonas capeferrum	strain=WCS358	na	latest	Scaffold	Major	Full	2014-07-18	ASM73167v1	Utrecht University, Utrecht, NETHERLANDS	GCA_000731675.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/731/675/GCF_000731675.1_ASM73167v1	na	assembly from type material	na        	haploid	bacteria	5940443	5937095	62.5	0	8	8	NCBI RefSeq	GCF_000731675.1-RS_2024_03_28	2024-03-28	5400	5247	91	na
GCF_037137055.1	PRJNA224116	SAMN40277425	JBBBNY000000000.1	reference genome	1495200	1495200	Fulvimonas yonginensis	strain=KACC 16952	na	latest	Scaffold	Major	Full	2024-03-13	ASM3713705v1	Guangdong Institute of Microbiology	GCA_037137055.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/037/137/055/GCF_037137055.1_ASM3713705v1	na	assembly from type material	na        	haploid	bacteria	3555736	3555618	70.0	0	25	25	NCBI RefSeq	GCF_037137055.1-RS_2024_05_12	2024-05-12	3300	3215	56	24860108
GCF_014638915.1	PRJNA224116	SAMD00244960	BMFQ00000000.1	reference genome	1495645	1495645	Bizionia arctica	strain=CGMCC 1.12751	na	latest	Contig	Major	Full	2020-09-12	ASM1463891v1	WFCC-MIRCEN World Data Centre for Microorganisms (WDCM)	GCA_014638915.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/638/915/GCF_014638915.1_ASM1463891v1	na	assembly from type material	na        	haploid	bacteria	3908203	3908203	33.0	0	22	22	NCBI RefSeq	GCF_014638915.1-RS_2024_09_02	2024-09-02	3499	3440	49	30832757
GCF_011617465.1	PRJNA224116	SAMN13831374	na	reference genome	1496080	1496080	Brevibacterium pigmentatum	strain=YB235	na	latest	Complete Genome	Major	Full	2020-03-23	ASM1161746v1	xiamen university	GCA_011617465.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/617/465/GCF_011617465.1_ASM1161746v1	na	assembly from type material	na        	haploid	bacteria	3913130	3913130	64.5	1	1	1	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-01-05	3558	3461	62	na
GCF_000705355.1	PRJNA224116	SAMN02743500	JMQK00000000.1	reference genome	1496690	1496690	Pseudorhizobium marinum	strain=MGL06	na	latest	Contig	Major	Full	2014-06-12	SOAPdenovo for version 1.05 of Rhizobium marinus MGL06	85303	GCA_000705355.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/705/355/GCF_000705355.1_SOAPdenovo_for_version_1.05_of_Rhizobium_marinus_MGL06	na	assembly from type material	na        	haploid	bacteria	5061979	5061979	63.0	0	87	87	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-01-28	4997	4846	49	na
GCF_006716355.1	PRJNA224116	SAMN11512349	VFOW00000000.1	reference genome	1496996	1496996	Stackebrandtia endophytica	strain=DSM 45928	na	latest	Contig	Major	Full	2019-07-08	ASM671635v1	DOE Joint Genome Institute	GCA_006716355.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/716/355/GCF_006716355.1_ASM671635v1	na	assembly from type material	na        	haploid	bacteria	5663490	5663490	65.5	0	1	1	NCBI RefSeq	GCF_006716355.1-RS_2024_05_04	2024-05-04	5291	5147	60	na
GCF_000775285.1	PRJNA224116	SAMN02725026	JJML00000000.1	reference genome	1497020	1501145	Neosynechococcus sphagnicola sy1	strain=CAUP A 1101	na	latest	Contig	Major	Full	2014-09-29	ASM77528v1	Palacky University Olomouc	GCA_000775285.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/775/285/GCF_000775285.1_ASM77528v1	na	assembly from type material	na        	haploid	bacteria	4331368	4331368	51.5	0	118	118	NCBI RefSeq	GCF_000775285.1-RS_2024_03_28	2024-03-28	4765	4514	55	25283338
GCF_001641695.1	PRJNA224116	SAMN04457964	LSEF00000000.1	reference genome	1497615	1497615	Bradyrhizobium neotropicale	strain=BR 10247	na	latest	Scaffold	Major	Full	2016-05-10	ASM164169v1	Embrapa Agrobiologia	GCA_001641695.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/641/695/GCF_001641695.1_ASM164169v1	na	assembly from type material	na        	haploid	bacteria	8679329	8676689	63.5	0	125	125	NCBI RefSeq	GCF_001641695.1-RS_2024_05_26	2024-05-26	8241	7901	68	na
GCF_026871175.1	PRJNA224116	SAMN31843377	na	reference genome	1497681	1497681	Listeria newyorkensis	strain=CMB191063	na	latest	Complete Genome	Major	Full	2023-01-27	ASM2687117v2	Institute of Environmental Science and Research	GCA_026871175.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/026/871/175/GCF_026871175.1_ASM2687117v2	na	na	na        	haploid	bacteria	3341532	3341532	43.0	1	1	1	NCBI RefSeq	GCF_026871175.1-RS_2024_03_18	2024-03-18	3202	3089	93	na
GCF_029582805.1	PRJNA224116	SAMN25241575	JAKKUT000000000.1	reference genome	1497997	1522304	Candidatus Synechococcus calcipolaris G9	na	G9	latest	Contig	Major	Full	2023-04-04	ASM2958280v1	universite-paris-saclay	GCA_029582805.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/582/805/GCF_029582805.1_ASM2958280v1	na	na	na        	haploid	bacteria	3298730	3298730	50.0	0	8	8	NCBI RefSeq	GCF_029582805.1-RS_2024_04_04	2024-04-04	3242	3147	50	35143662
GCF_000770585.1	PRJNA224116	SAMN02746164	JNCF00000000.1	reference genome	1498499	1498499	Legionella norrlandica	strain=LEGN	na	latest	Contig	Major	Full	2014-10-31	ASM77058v1	public health agency of sweden	GCA_000770585.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/770/585/GCF_000770585.1_ASM77058v1	na	assembly from type material	na        	haploid	bacteria	3070855	3070855	37.5	0	157	157	NCBI RefSeq	GCF_000770585.1-RS_2024_04_02	2024-04-02	2864	2511	45	25406235
GCF_003285265.1	PRJNA224116	SAMN09453177	na	reference genome	1499308	1499308	Paracoccus mutanolyticus	strain=RSP-02	na	latest	Complete Genome	Major	Full	2018-07-02	ASM328526v1	Bioserve Biotechnologies	GCA_003285265.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/285/265/GCF_003285265.1_ASM328526v1	na	assembly from type material	na        	haploid	bacteria	3592357	3592357	67.5	1	1	1	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023-10-29	4181	3202	61	na
GCF_030159975.1	PRJNA224116	SAMD00235827	BSNL00000000.1	reference genome	1499314	1499314	Sulfitobacter pacificus	strain=NBRC 109915	na	latest	Contig	Major	Full	2023-02-15	ASM3015997v1	Institution of Microbiology, Chinese Academy of Science(WDCM)	GCA_030159975.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/159/975/GCF_030159975.1_ASM3015997v1	na	assembly from type material	na        	haploid	bacteria	4386849	4386849	57.5	0	25	25	NCBI RefSeq	GCF_030159975.1-RS_2024_06_03	2024-06-03	4320	4236	48	30832757
GCF_000821245.2	PRJNA224116	SAMEA2785595	CCXU00000000.1	reference genome	1499679	1499679	Virgibacillus senegalensis	strain=SK-1	na	latest	Scaffold	Major	Full	2014-09-29	ASM82124v2	URMITE	GCA_000821245.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/821/245/GCF_000821245.2_ASM82124v2	na	assembly from type material	na        	haploid	bacteria	3924902	3875932	43.0	0	9	59	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-01-17	3918	3711	95	na
GCF_902375395.1	PRJNA224116	SAMEA5850978	CABKTQ000000000.1	reference genome	1499680	1499680	Bacillus rubiinfantis	na	MGYG-HGUT-01475	latest	Contig	Major	Full	2019-08-22	MGYG-HGUT-01475	EMG	GCA_902375395.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/375/395/GCF_902375395.1_MGYG-HGUT-01475	na	na	na        	haploid	bacteria	4309569	4309569	40.0	0	33	33	NCBI RefSeq	GCF_902375395.1-RS_2024_05_04	2024-05-04	4159	3979	127	na
GCF_000821305.1	PRJNA224116	SAMEA2697681	CCXK00000000.1	reference genome	1499683	1499683	Clostridium culturomicium	na	human stool	latest	Contig	Major	Full	2014-09-18	Clostridium culturomicsense	URMITE	GCA_000821305.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/821/305/GCF_000821305.1_Clostridium_culturomicsense	na	na	na        	haploid	bacteria	4325182	4325182	32.0	0	17	17	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-01-28	4223	4043	127	na
GCF_001244735.1	PRJNA224116	SAMEA3479398	CWJM00000000.1	reference genome	1499685	1499685	Bacillus andreraoultii	strain=SIT1	na	latest	Scaffold	Major	Full	2015-07-30	Bacillus andreraoultii	URMITE	GCA_001244735.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/244/735/GCF_001244735.1_Bacillus_andreraoultii	na	assembly from type material	na        	haploid	bacteria	4111990	4050101	35.5	0	14	58	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-01-22	3880	3667	118	na
GCF_003935525.1	PRJNA224116	SAMN10249202	RHQU00000000.1	reference genome	1499686	1499686	Pseudomonas saudiphocaensis	strain=PS_399	na	latest	Scaffold	Major	Full	2018-12-11	ASM393552v1	Washington University in St. Louis School of Medicine	GCA_003935525.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/935/525/GCF_003935525.1_ASM393552v1	na	na	na        	haploid	bacteria	3700425	3700161	61.0	0	19	19	NCBI RefSeq	GCF_003935525.1-RS_2024_04_27	2024-04-27	3459	3368	63	na
GCF_000821325.1	PRJNA224116	SAMEA2784220	CCXS00000000.1	reference genome	1499687	1499687	Planococcus massiliensis	strain=ES2	na	latest	Contig	Major	Full	2014-10-09	PRJEB6479_assembly_1	URMITE	GCA_000821325.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/821/325/GCF_000821325.1_PRJEB6479_assembly_1	na	assembly from type material	na        	haploid	bacteria	3357017	3357017	46.0	0	1	1	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-01-16	3418	3321	78	na
GCF_001048695.1	PRJNA224116	SAMEA3402918	CVRB00000000.1	reference genome	1499688	1499688	Neobacillus massiliamazoniensis	strain=LF1	na	latest	Contig	Major	Full	2015-06-30	PRJEB8581_assembly_1	URMITE	GCA_001048695.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/048/695/GCF_001048695.1_PRJEB8581_assembly_1	na	assembly from type material	na        	haploid	bacteria	5600061	5600061	38.0	0	10	10	NCBI RefSeq	GCF_001048695.1-RS_2024_05_02	2024-05-02	5412	5157	129	na
GCF_029962465.1	PRJNA224116	SAMN18536562	na	reference genome	1499973	1499973	Escherichia marmotae	strain=YF8	na	latest	Complete Genome	Major	Full	2023-05-10	ASM2996246v1	The University of Melbourne	GCA_029962465.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/962/465/GCF_029962465.1_ASM2996246v1	na	na	na        	haploid	bacteria	4669757	4669757	50.5	2	2	2	NCBI RefSeq	GCF_029962465.1-RS_2024_05_13	2024-05-13	4468	4232	119	na
GCF_014646095.1	PRJNA224116	SAMD00245189	BMMU00000000.1	reference genome	1500077	1500077	Streptomyces lacrimifluminis	strain=CGMCC 4.7272	na	latest	Scaffold	Major	Full	2020-09-12	ASM1464609v1	WFCC-MIRCEN World Data Centre for Microorganisms (WDCM)	GCA_014646095.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/646/095/GCF_014646095.1_ASM1464609v1	na	assembly from type material	na        	haploid	bacteria	9022781	9021707	70.0	0	132	132	NCBI RefSeq	GCF_014646095.1-RS_2024_09_02	2024-09-02	8159	7740	75	30832757
