assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	asm_submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material	asm_not_live_date	assembly_type	group	genome_size	genome_size_ungapped	gc_percent	replicon_count	scaffold_count	contig_count	annotation_provider	annotation_name	annotation_date	total_gene_count	protein_coding_gene_count	non_coding_gene_count	pubmed_id	domain	kingdom	phylum	class	order	family	genus	suborder	subclass	clade	no rank	species group	species subgroup	species	subfamily	tribe	subspecies	serotype	forma specialis	pathogroup	strain	subgenus
GCF_000620845.1	PRJNA224116	SAMN02743964	JHZT00000000.1	reference genome	1397696	273528	Exiguobacterium marinum DSM 16307	strain=DSM 16307	na	latest	Scaffold	Major	Full	2014-04-08	ASM62084v1	DOE Joint Genome Institute	GCA_000620845.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/620/845/GCF_000620845.1_ASM62084v1	na	assembly from type material	na        	haploid	bacteria	2814016	2805051	47.5	0	2	4	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-01-25	2882	2785	82	25323723	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales		Exiguobacterium				Bacillales Family XII. Incertae Sedis			Exiguobacterium marinum								
GCF_000702625.1	PRJNA224116	SAMN02841151	JNIS00000000.1	reference genome	1397699	223958	Exiguobacterium oxidotolerans JCM 12280	strain=JCM 12280	na	latest	Contig	Major	Full	2014-06-11	ASM70262v1	DOE Joint Genome Institute	GCA_000702625.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/702/625/GCF_000702625.1_ASM70262v1	na	assembly from type material	na        	haploid	bacteria	3089404	3089404	47.0	0	3	3	NCBI RefSeq	GCF_000702625.1-RS_2024_03_28	2024-03-28	3140	3010	100	25323723	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales		Exiguobacterium				Bacillales Family XII. Incertae Sedis			Exiguobacterium oxidotolerans								
GCF_000685865.1	PRJNA224116	SAMN02743349	JMKS00000000.1	reference genome	1397700	132920	Exiguobacterium antarcticum DSM 14480	strain=DSM 14480	na	latest	Contig	Major	Full	2014-05-08	ASM68586v1	DOE Joint Genome Institute	GCA_000685865.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/685/865/GCF_000685865.1_ASM68586v1	na	assembly from type material	na        	haploid	bacteria	3219480	3219480	47.0	0	7	7	NCBI RefSeq	GCF_000685865.1-RS_2024_03_29	2024-03-29	3357	3219	102	25323723	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales		Exiguobacterium				Bacillales Family XII. Incertae Sedis			Exiguobacterium antarcticum								
GCF_000518305.1	PRJNA224116	SAMN02584995	JADI00000000.1	reference genome	1399794	29560	Mycoplasma imitans ATCC 51306	strain=ATCC 51306	na	latest	Scaffold	Major	Full	2014-01-13	ASM51830v1	DOE Joint Genome Institute	GCA_000518305.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/518/305/GCF_000518305.1_ASM51830v1	na	assembly from type material	na        	haploid	bacteria	922439	919667	30.5	0	24	29	NCBI RefSeq	GCF_000518305.1-RS_2024_10_21	2024-10-21	772	698	42	na	Bacteria	Bacillati	Mycoplasmatota		Mycoplasmoidales	Mycoplasmoidaceae	Mycoplasmoides							[Mycoplasma] imitans								
GCF_000518285.1	PRJNA224116	SAMN02584998	JADH00000000.1	reference genome	1399797	209274	Williamsoniiplasma lucivorax ATCC 49196	strain=ATCC 49196	na	latest	Scaffold	Major	Full	2014-01-13	ASM51828v1	DOE Joint Genome Institute	GCA_000518285.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/518/285/GCF_000518285.1_ASM51828v1	na	assembly from type material	na        	haploid	bacteria	1103092	1102752	30.0	0	31	32	NCBI RefSeq	GCF_000518285.1-RS_2024_04_26	2024-04-26	997	956	37	na	Bacteria	Bacillati	Mycoplasmatota	Mollicutes	Entomoplasmatales		Williamsoniiplasma							Williamsoniiplasma lucivorax								
GCF_000531125.1	PRJNA224116	SAMEA3138900	CBTK000000000.1	reference genome	1400861	1400860	Candidatus Contendobacter odensis Run_B_J11	strain=Run_B_J11	na	latest	Contig	Major	Full	2014-01-30	COMPJ11_2695_PRJEB4343	Department of Biotechnology, Chemistry and Environmental Engineering, Aalborg University	GCA_000531125.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/531/125/GCF_000531125.1_COMPJ11_2695_PRJEB4343	na	na	na        	haploid	bacteria	4611646	4611646	57.5	0	319	319	NCBI RefSeq	GCF_000531125.1-RS_2024_03_31	2024-03-31	4556	4300	53	24173461	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria		Candidatus Competibacteraceae	Candidatus Contendobacter				Gammaproteobacteria incertae sedis			Candidatus Contendobacter odensis								
GCF_001051235.1	PRJNA224116	SAMEA3146267	CBTJ000000000.2	reference genome	1400863	1400862	Candidatus Competibacter denitrificans Run_A_D11	strain=Run_A_D11	na	latest	Scaffold	Major	Full	2014-03-05	ASM105123v2	Department of Biotechnology, Chemistry and Environmental Engineering, Aalborg University	GCA_001051235.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/051/235/GCF_001051235.1_ASM105123v2	na	na	na        	haploid	bacteria	4084870	4084870	57.0	1	120	120	NCBI RefSeq	GCF_001051235.1-RS_2024_09_15	2024-09-15	3862	3718	58	na	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria		Candidatus Competibacteraceae	Candidatus Competibacter				Gammaproteobacteria incertae sedis			Candidatus Competibacter denitrificans								
GCF_000701785.1	PRJNA224116	SAMN02841214	JNJU00000000.1	reference genome	1408453	78580	Mycoplasmoides alvi ATCC 29626	strain=ATCC 29626	na	latest	Scaffold	Major	Full	2014-06-11	ASM70178v1	DOE Joint Genome Institute	GCA_000701785.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/701/785/GCF_000701785.1_ASM70178v1	na	assembly from type material	na        	haploid	bacteria	840640	840455	25.0	0	7	9	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-02-28	725	683	40	na	Bacteria	Bacillati	Mycoplasmatota		Mycoplasmoidales	Mycoplasmoidaceae	Mycoplasmoides							Mycoplasmoides alvi								
GCF_000701825.1	PRJNA224116	SAMN02841177	JNJY00000000.1	reference genome	1408456	2127	Mycoplasma collis ATCC 35278	strain=ATCC 35278	na	latest	Scaffold	Major	Full	2014-06-11	ASM70182v1	DOE Joint Genome Institute	GCA_000701825.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/701/825/GCF_000701825.1_ASM70182v1	na	assembly from type material	na        	haploid	bacteria	902877	901892	22.5	0	43	44	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-02-28	824	779	36	na	Bacteria	Bacillati	Mycoplasmatota		Mycoplasmoidales	Metamycoplasmataceae	Mesomycoplasma							[Mycoplasma] collis								
GCF_000687775.1	PRJNA224116	SAMN02743891	JHXS00000000.1	reference genome	1408461	35768	Mycoplasmopsis felifaucium ATCC 43428	strain=ATCC 43428	na	latest	Contig	Major	Full	2014-04-08	ASM68777v1	DOE Joint Genome Institute	GCA_000687775.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/687/775/GCF_000687775.1_ASM68777v1	na	assembly from type material	na        	haploid	bacteria	764934	764934	28.0	0	37	37	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-02-28	706	648	45	na	Bacteria	Bacillati	Mycoplasmatota		Mycoplasmoidales	Metamycoplasmataceae	Mycoplasmopsis							Mycoplasmopsis felifaucium								
GCF_000701805.1	PRJNA224116	SAMN02841176	JNJW00000000.1	reference genome	1408464	76630	Mycoplasmopsis iners ATCC 19705	strain=ATCC 19705	na	latest	Scaffold	Major	Full	2014-06-11	ASM70180v1	DOE Joint Genome Institute	GCA_000701805.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/701/805/GCF_000701805.1_ASM70180v1	na	assembly from type material	na        	haploid	bacteria	767866	766027	28.5	0	28	29	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-02-28	652	595	43	na	Bacteria	Bacillati	Mycoplasmatota		Mycoplasmoidales	Metamycoplasmataceae	Mycoplasmopsis							Mycoplasmopsis iners								
GCF_000686585.1	PRJNA224116	SAMN02743372	JMKY00000000.1	reference genome	1408465	114884	Mycoplasmopsis lipofaciens ATCC 35015	strain=ATCC 35015	na	latest	Scaffold	Major	Full	2014-05-08	ASM68658v1	DOE Joint Genome Institute	GCA_000686585.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/686/585/GCF_000686585.1_ASM68658v1	na	assembly from type material	na        	haploid	bacteria	778716	775211	25.5	0	6	7	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-02-28	698	650	47	na	Bacteria	Bacillati	Mycoplasmatota		Mycoplasmoidales	Metamycoplasmataceae	Mycoplasmopsis							Mycoplasmopsis lipofaciens								
GCF_000712185.1	PRJNA224116	SAMN02744820	JOOB00000000.1	reference genome	1408466	114886	Mycoplasmopsis opalescens ATCC 27921	strain=ATCC 27921	na	latest	Scaffold	Major	Full	2014-06-25	ASM71218v1	DOE Joint Genome Institute	GCA_000712185.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/712/185/GCF_000712185.1_ASM71218v1	na	assembly from type material	na        	haploid	bacteria	779012	776762	29.0	0	14	16	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-02-28	676	629	42	na	Bacteria	Bacillati	Mycoplasmatota		Mycoplasmoidales	Metamycoplasmataceae	Mycoplasmopsis							Mycoplasmopsis opalescens								
GCF_000685905.1	PRJNA224116	SAMN02743357	JMKZ00000000.1	reference genome	1408467	2122	Mycoplasmoides pirum ATCC 25960	strain=ATCC 25960	na	latest	Contig	Major	Full	2014-05-08	ASM68590v1	DOE Joint Genome Institute	GCA_000685905.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/685/905/GCF_000685905.1_ASM68590v1	na	assembly from type material	na        	haploid	bacteria	839829	839829	24.0	0	6	6	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-02-28	718	676	38	na	Bacteria	Bacillati	Mycoplasmatota		Mycoplasmoidales	Mycoplasmoidaceae	Mycoplasmoides							Mycoplasmoides pirum								
GCF_000702785.1	PRJNA224116	SAMN02841175	JNJV00000000.1	reference genome	1408468	55604	Mycoplasmopsis primatum ATCC 25948	strain=ATCC 25948	na	latest	Contig	Major	Full	2014-06-11	ASM70278v1	DOE Joint Genome Institute	GCA_000702785.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/702/785/GCF_000702785.1_ASM70278v1	na	assembly from type material	na        	haploid	bacteria	902769	902769	27.5	0	63	63	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-02-28	815	757	40	na	Bacteria	Bacillati	Mycoplasmatota		Mycoplasmoidales	Metamycoplasmataceae	Mycoplasmopsis							Mycoplasmopsis primatum								
GCF_000687795.1	PRJNA224116	SAMN02743887	JHXT00000000.1	reference genome	1408471	33924	Mycoplasma testudinis ATCC 43263	strain=ATCC 43263	na	latest	Contig	Major	Full	2014-04-08	ASM68779v1	DOE Joint Genome Institute	GCA_000687795.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/687/795/GCF_000687795.1_ASM68779v1	na	assembly from type material	na        	haploid	bacteria	1325910	1325910	31.5	0	38	38	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-02-28	1124	1074	43	na	Bacteria	Bacillati	Mycoplasmatota		Mycoplasmoidales	Mycoplasmoidaceae	Mycoplasmoides							[Mycoplasma] testudinis								
GCF_000712165.1	PRJNA224116	SAMN02744822	JONZ00000000.1	reference genome	1408476	42092	Ureaplasma canigenitalium ATCC 51252	strain=ATCC 51252	na	latest	Scaffold	Major	Full	2014-06-25	ASM71216v1	DOE Joint Genome Institute	GCA_000712165.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/712/165/GCF_000712165.1_ASM71216v1	na	assembly from type material	na        	haploid	bacteria	835388	835308	32.0	0	9	11	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-02-28	684	637	39	na	Bacteria	Bacillati	Mycoplasmatota		Mycoplasmoidales	Mycoplasmoidaceae	Ureaplasma							Ureaplasma canigenitalium								
GCF_000709555.1	PRJNA224116	SAMN03081499	na	reference genome	1415657	1415657	Candidatus Walczuchella monophlebidarum	na	FNIIJ	latest	Complete Genome	Major	Full	2014-06-17	ASM70955v1	Centro de Ciencias Genomicas, UNAM	GCA_000709555.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/709/555/GCF_000709555.1_ASM70955v1	na	na	na        	haploid	bacteria	309299	309299	32.5	1	1	1	NCBI RefSeq	GCF_000709555.1-RS_2024_10_22	2024-10-22	328	274	39	24610838	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales		Candidatus Walczuchella			Bacteroidota/Chlorobiota group	Flavobacteriales incertae sedis											
GCF_000526955.1	PRJNA224116	SAMN02585027	JAHB00000000.1	reference genome	1415781	171283	Mycoplasmopsis cricetuli ATCC 35279	strain=ATCC 35279	na	latest	Contig	Major	Full	2014-01-14	ASM52695v1	DOE Joint Genome Institute	GCA_000526955.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/526/955/GCF_000526955.1_ASM52695v1	na	assembly from type material	na        	haploid	bacteria	847750	847750	24.0	0	45	45	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-02-28	753	705	39	na	Bacteria	Bacillati	Mycoplasmatota		Mycoplasmoidales	Metamycoplasmataceae	Mycoplasmopsis							Mycoplasmopsis cricetuli								
GCF_018138125.1	PRJNA224116	SAMN18740301	na	reference genome	1428684	1428684	Exiguobacterium alkaliphilum	strain=B-3531D	na	latest	Complete Genome	Major	Full	2021-04-24	ASM1813812v1	IBPM RAS	GCA_018138125.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/138/125/GCF_018138125.1_ASM1813812v1	na	na	na        	haploid	bacteria	3029824	3029824	52.5	3	3	3	NCBI RefSeq	GCF_018138125.1-RS_2024_03_28	2024-03-28	3123	2995	98	na	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales		Exiguobacterium				Bacillales Family XII. Incertae Sedis											
GCF_003112735.1	PRJNA224116	SAMD00113014	BFBR00000000.1	reference genome	1445552	1445552	Candidatus Phycosocius bacilliformis	strain=BOTRYCO-2	na	latest	Scaffold	Major	Full	2018-03-26	ASM311273v1	University of Tsukuba	GCA_003112735.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/112/735/GCF_003112735.1_ASM311273v1	na	na	na        	haploid	bacteria	3332539	3332144	57.0	0	21	21	NCBI RefSeq	GCF_003112735.1-RS_2024_03_31	2024-03-31	3131	3063	48	29748407	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Caulobacterales		Candidatus Phycosocius				Caulobacterales incertae sedis											
GCF_000622165.1	PRJNA224116	SAMN02744029	JHWG00000000.1	reference genome	1448132	171288	Mesomycoplasma molare ATCC 27746	strain=ATCC 27746	na	latest	Scaffold	Major	Full	2014-04-08	ASM62216v1	DOE Joint Genome Institute	GCA_000622165.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/622/165/GCF_000622165.1_ASM62216v1	na	assembly from type material	na        	haploid	bacteria	842941	840863	25.0	0	24	26	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-02-28	750	708	42	na	Bacteria	Bacillati	Mycoplasmatota		Mycoplasmoidales	Metamycoplasmataceae	Mesomycoplasma							Mesomycoplasma molare								
GCF_000524475.1	PRJNA224116	SAMD00036785	BAVQ00000000.1	reference genome	1448389	630403	Tomitella biformata AHU 1821	strain=AHU 1821	na	latest	Contig	Major	Full	2014-01-21	ASM52447v1	National Institute of Advanced Industrial Science and Technology	GCA_000524475.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/524/475/GCF_000524475.1_ASM52447v1	na	assembly from type material	na        	haploid	bacteria	4709534	4709534	68.0	0	113	113	NCBI RefSeq	GCF_000524475.1-RS_2024_08_08	2024-08-08	4474	4333	60	24526642	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Mycobacteriales		Tomitella				Corynebacteriales incertae sedis			Tomitella biformata								
GCF_030520105.1	PRJNA224116	SAMN36439001	na	reference genome	1448929	1448929	Candidatus Fervidibacter sacchari	strain=PD1	na	latest	Complete Genome	Major	Full	2023-07-24	ASM3052010v1	University of Nevada, Las Vegas	GCA_030520105.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/520/105/GCF_030520105.1_ASM3052010v1	na	na	na        	haploid	bacteria	3988786	3988786	51.5	2	2	2	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-01-21	3677	3601	54	na	Bacteria		Candidatus Fervidibacterota				Candidatus Fervidibacter			Bacteria candidate phyla	Bacteria incertae sedis											
GCF_039830185.1	PRJNA224116	SAMN41378261	na	reference genome	1454229	1454229	Bifidobacterium faecale	strain=JCM 19861	na	latest	Complete Genome	Major	Full	2024-05-26	ASM3983018v1	China Center of Industrial Culture Collection, China National Research Institute of Food and Fermentation Industries Co., LTD	GCA_039830185.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/039/830/185/GCF_039830185.1_ASM3983018v1	na	assembly from type material	na        	haploid	bacteria	2199425	2199425	59.0	1	1	1	NCBI RefSeq	GCF_039830185.1-RS_2024_06_17	2024-06-17	1903	1806	75	na																						
GCF_900215725.1	PRJNA224116	SAMEA104283475	OCSL00000000.1	reference genome	1464038	1464038	Ezakiella peruensis	strain=M6.X2	M6.X2	latest	Scaffold	Major	Full	2017-10-31	PRJEB22476	URMITE	GCA_900215725.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/215/725/GCF_900215725.1_PRJEB22476	na	assembly from type material	na        	haploid	bacteria	1673080	1672440	37.0	0	5	7	NCBI RefSeq	GCF_900215725.1-RS_2024_05_03	2024-05-03	1624	1554	53	na	Bacteria	Bacillati	Bacillota	Tissierellia			Ezakiella				Tissierellia incertae sedis											
GCF_900111285.1	PRJNA224116	SAMN05444126	FOGV00000000.1	reference genome	1464123	1464123	Salisediminibacterium haloalkalitolerans	strain=10nlg	na	latest	Scaffold	Major	Full	2016-10-31	IMG-taxon 2675903025 annotated assembly	DOE - JOINT GENOME INSTITUTE	GCA_900111285.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/111/285/GCF_900111285.1_IMG-taxon_2675903025_annotated_assembly	na	assembly from type material	na        	haploid	bacteria	2937914	2937459	47.0	0	68	68	NCBI RefSeq	GCF_900111285.1-RS_2024_05_03	2024-05-03	2903	2825	73	na																						
GCF_000744415.1	PRJNA224116	SAMN02745185	JQLW00000000.1	reference genome	1485545	1485545	Ghiorsea bivora	strain=TAG-1	na	latest	Scaffold	Major	Full	2014-08-28	ASM74441v1	DOE Joint Genome Institute	GCA_000744415.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/744/415/GCF_000744415.1_ASM74441v1	na	assembly from type material	na        	haploid	bacteria	2163552	2163542	42.5	0	13	13	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023-11-05	2217	2150	48	na	Bacteria	Pseudomonadati	Pseudomonadota	Zetaproteobacteria	Mariprofundales		Ghiorsea				Mariprofundales incertae sedis											
GCF_006716575.1	PRJNA224116	SAMN12024797	VFPI00000000.1	reference genome	1500506	1500506	Halopolyspora algeriensis	strain=DSM 46680	na	latest	Contig	Major	Full	2019-07-08	ASM671657v1	DOE Joint Genome Institute	GCA_006716575.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/716/575/GCF_006716575.1_ASM671657v1	na	assembly from type material	na        	haploid	bacteria	4526911	4526911	68.0	0	9	9	NCBI RefSeq	GCF_006716575.1-RS_2024_03_29	2024-03-29	4281	4147	67	na	Bacteria	Bacillati	Actinomycetota	Actinomycetes			Halopolyspora				Actinomycetes incertae sedis											
GCF_014191715.1	PRJNA224116	SAMN12025081	JACHWY000000000.1	reference genome	1524264	1524264	Litorivivens lipolytica	strain=CECT 8654	na	latest	Scaffold	Major	Full	2020-08-14	ASM1419171v1	DOE Joint Genome Institute	GCA_014191715.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/191/715/GCF_014191715.1_ASM1419171v1	na	assembly from type material	na        	haploid	bacteria	3489636	3489538	55.5	0	9	9	NCBI RefSeq	GCF_014191715.1-RS_2024_05_05	2024-05-05	3250	3194	47	na	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria			Litorivivens				Gammaproteobacteria incertae sedis											
GCF_014646075.1	PRJNA224116	SAMD00245185	BMMT00000000.1	reference genome	1530170	1530170	Saccharopolyspora subtropica	strain=CGMCC 4.7206	na	latest	Scaffold	Major	Full	2020-09-12	ASM1464607v1	WFCC-MIRCEN World Data Centre for Microorganisms (WDCM)	GCA_014646075.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/646/075/GCF_014646075.1_ASM1464607v1	na	assembly from type material	na        	haploid	bacteria	5359807	5359518	71.0	0	59	59	NCBI RefSeq	GCF_014646075.1-RS_2024_09_02	2024-09-02	5087	4953	59	30832757																						
GCF_003258315.1	PRJNA224116	SAMN09396997	na	reference genome	1548548	1548548	Bradymonas sediminis	strain=FA350	na	latest	Complete Genome	Major	Full	2018-06-20	ASM325831v1	Shandong University at Weihai	GCA_003258315.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/258/315/GCF_003258315.1_ASM325831v1	na	assembly from type material	na        	haploid	bacteria	5045683	5045683	61.0	1	1	1	NCBI RefSeq	GCF_003258315.1-RS_2024_03_28	2024-03-28	3800	3698	72	na	Bacteria			Deltaproteobacteria	Bradymonadales	Bradymonadaceae	Bradymonas			delta/epsilon subdivisions												
GCF_001460935.1	PRJNA224116	SAMEA2826832	na	reference genome	1561003	1561003	Candidatus Ichthyocystis hellenicum	na	2013Ark11	latest	Chromosome	Major	Full	2015-12-03	Ark11	Functional Genomics Genter Zurich	GCA_001460935.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/460/935/GCF_001460935.1_Ark11	na	na	na        	haploid	bacteria	2149384	2145808	35.5	1	1	1	NCBI RefSeq	GCF_001460935.1-RS_2024_03_31	2024-03-31	1598	1546	49	na	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales		Candidatus Ichthyocystis				Burkholderiales genera incertae sedis											
