Assembly Accession	Assembly Name	Organism Name	Organism Taxonomic ID	ANI Check status	Organism Infraspecific Names Breed	Annotation Name	Assembly Stats Total Sequence Length	Assembly Stats Total Number of Chromosomes	Assembly Level	Assembly Release Date	WGS project accession	Assembly Stats Contig N50	Assembly Stats Scaffold N50	Assembly Stats Number of Scaffolds	Assembly Sequencing Tech	Assembly Submitter	Assembly BioProject Accession	Assembly BioSample Accession	Annotation Count Gene Total	Annotation Count Gene Protein-coding	Annotation Count Gene Pseudogene	Type Material Display Text	CheckM marker set	CheckM completeness	CheckM contamination	superkingdom	kingdom	phylum	class	order	family	genus	species	domain
GCF_900107015.1	IMG-taxon 2617270827 annotated assembly	Litoreibacter albidus	670155	OK		GCF_900107015.1-RS_2024_04_24	3580729		Contig	2016-10-22	FNOI01	397210				DOE - JOINT GENOME INSTITUTE	PRJEB16594	SAMN04488001	3575	3488	23.0	assembly from type material	Rhodobacterales	100.0		Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Litoreibacter		
GCF_037889935.1	ASM3788993v1	Variovorax ureilyticus	1836198	OK		GCF_037889935.1-RS_2024_04_07	7305644		Contig	2024-03-30	JBBKZU01	397158			Illumina HiSeq	Institute of Microbiology, Chinese Academy of Sciences	PRJNA1090782	SAMN40573767	6995	6846	99.0	assembly from type material	Variovorax	96.81	8.07	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax		
GCF_009674665.1	ASM967466v1	Agromyces kandeliae	2666141	OK		GCF_009674665.1-RS_2024_12_09	3783276		Contig	2019-11-19	WKJD01	397016			Illumina HiSeq	Huzhou University	PRJNA588690	SAMN13255721	3581	3511	19.0	assembly from type material	Agromyces	86.72	10.39	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Agromyces		
GCF_039542285.1	ASM3954228v1	Erythrobacter westpacificensis	1055231	Inconclusive		GCF_039542285.1-RS_2024_05_16	3593489		Contig	2024-02-23	BAABHV01	397001			MGISEQ-2000	WFCC-MIRCEN World Data Centre for Microorganisms (WDCM)	PRJDB10510	SAMD00645771	3543	3443	48.0	assembly from type material	Erythrobacter	92.8	15.42	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Erythrobacter		
GCF_003052585.1	ASM305258v1	Pseudomonas mangrovi	2161748	OK		GCF_003052585.1-RS_2024_12_09	4054280		Scaffold	2018-04-17	QASN01	396964	396964.0	23.0	454	Zhejiang university	PRJNA449190	SAMN08891238	3830	3721	38.0	assembly from type material	Pseudomonas	97.12	0.56	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas		
GCF_006385705.1	ASM638570v1	Pontibacter mangrovi	2589816	OK		GCF_006385705.1-RS_2024_10_23	4877951		Contig	2019-06-23	VFRQ01	396881			Illumina HiSeq	Chinese Academy of Tropical Agricultural Sciences	PRJNA549131	SAMN12071620	4271	4203	17.0	assembly from type material	Pontibacter	91.46	7.82	Bacteria	Pseudomonadati	Bacteroidota	Cytophagia	Cytophagales	Hymenobacteraceae	Pontibacter		
GCF_004785665.1	ASM478566v1	Staphylococcus pragensis	1611836	OK		GCF_004785665.1-RS_2024_03_28	2449786	2.0	Scaffold	2019-04-10	SRPJ01	396835	396835.0	25.0	IonTorrent	Masaryk University	PRJNA527789	SAMN11160011	2467	2326	61.0	assembly from type material	Staphylococcus	98.5	0.06	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus		
GCF_026385475.1	ASM2638547v1	Bombella saccharophila	2967338	OK		GCF_026385475.1-RS_2024_12_22	1911546		Contig	2022-11-24	JANIDW01	396480			Illumina NovaSeq	Technische Universitaet Muenchen	PRJNA860382	SAMN29843717	1798	1734	9.0	assembly from type material	Acetobacteraceae	98.52		Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Bombella		
GCF_003313465.1	ASM331346v1	Thermoflavimicrobium daqui	2137476	OK		GCF_003313465.1-RS_2024_03_28	3867702		Scaffold	2018-06-22	QJKK01	396411	396411.0	40.0	Illumina MiSeq	Guizhou university	PRJNA473601	SAMN09279560	3624	3429	59.0	assembly from type material	Thermoactinomycetaceae	86.67	11.89	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Thermoactinomycetaceae	Thermoflavimicrobium		
GCF_016908015.1	ASM1690801v1	Clostridium pascui	46609	OK		GCF_016908015.1-RS_2024_04_16	3828744		Contig	2021-02-19	JAFBDB01	396038			Illumina	DOE Joint Genome Institute	PRJNA695614	SAMN17619922	3828	3696	29.0	assembly from type material	Clostridium	99.38	2.09	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium		
GCF_900105645.1	IMG-taxon 2616644807 annotated assembly	Desulfobacula phenolica	90732	OK		GCF_900105645.1-RS_2024_12_09	4871344		Scaffold	2016-10-22	FNLL01	396033	396033.0	54.0		DOE - JOINT GENOME INSTITUTE	PRJEB16485	SAMN04487931	4280	4183	38.0	assembly from type material	Desulfobacteraceae	99.07	1.39	Bacteria	Pseudomonadati	Thermodesulfobacteriota	Desulfobacteria	Desulfobacterales	Desulfobacteraceae	Desulfobacula		
GCF_003710965.1	ASM371096v1	Brevibacillus nitrificans	651560	OK		GCF_003710965.1-RS_2024_05_04	6330991		Contig	2018-11-04	RHHU01	395975			Illumina MiSeq	NCAUR-ARS-USDA	PRJNA498706	SAMN10331152	6168	5978	40.0	assembly from type material	Brevibacillus	92.39	12.73	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus		
GCF_030412915.1	ASM3041291v1	Nocardioides abyssi	3058370	OK		GCF_030412915.1-RS_2024_08_06	4221984		Scaffold	2023-07-08	JAUHJR01	395606	395606.0	378.0	Illumina HiSeq	Third Institute of Oceanography, Ministry of Natural Resources	PRJNA989418	SAMN36085812	4216	4068	86.0	assembly from type material	Nocardioides	98.85	1.87	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Propionibacteriales	Nocardioidaceae	Nocardioides		
GCF_029223485.1	ASM2922348v1	Streptomyces coacervatus	647381	OK		GCF_029223485.1-RS_2024_08_06	11291453		Contig	2023-03-15	JARHTP01	395589			Illumina HiSeq	Kasetsart University	PRJNA848746	SAMN33706984	10177	9777	316.0	assembly from type material	Streptomyces	99.57	0.95	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces		
GCF_003634275.1	ASM363427v1	Orbus hercynius	593135	OK		GCF_003634275.1-RS_2024_05_04	2357783		Scaffold	2018-10-11	RBWY01	395466	1209688.0	13.0	Illumina HiSeq	DOE Joint Genome Institute	PRJNA456027	SAMN09064165	2164	2081	27.0	assembly from type material	Gammaproteobacteria	98.31		Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Orbales	Orbaceae	Orbus		
GCF_007846085.1	ASM784608v1	Mucilaginibacter pallidiroseus	2599295	OK		GCF_007846085.1-RS_2024_12_11	4251969		Contig	2019-08-05	VOEJ01	395362			Illumina HiSeq	dongguk university	PRJNA556539	SAMN12359317	3883	3813	15.0	assembly from type material	Sphingobacteriaceae	97.29	0.58	Bacteria	Pseudomonadati	Bacteroidota	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter		
GCF_002797575.1	ASM279757v1	Polynucleobacter brandtiae	1938816	OK		GCF_002797575.1-RS_2024_08_08	2002342		Contig	2017-11-28	PGTX01	395312			Illumina HiSeq	DOE Joint Genome Institute	PRJNA369966	SAMN06296013	2057	1998	12.0	assembly from type material	Polynucleobacter	93.62	3.25	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter		
GCF_900112365.1	IMG-taxon 2622736583 annotated assembly	Spirosoma endophyticum	662367	OK		GCF_900112365.1-RS_2024_10_22	8512335		Scaffold	2016-11-05	FOLQ01	394884	394884.0	83.0		DOE - JOINT GENOME INSTITUTE	PRJEB17189	SAMN05216167	7436	7323	64.0	assembly from type material	Spirosoma	96.81	4.52	Bacteria	Pseudomonadati	Bacteroidota	Cytophagia	Cytophagales	Cytophagaceae	Spirosoma		
GCF_042647985.1	ASM4264798v1	Acinetobacter pseudolwoffii	2053287	OK		GCF_042647985.1-RS_2024_12_22	3075785		Contig	2024-10-05	JBHRWM01	394714			Illumina MiSeq	Institution of Microbiology, Chinese Academy of Science(WDCM)	PRJNA595761	SAMN43282154	2935	2773	80.0	assembly from type material	Acinetobacter	99.99	0.24	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter		
GCF_000971255.1	ASM97125v1	Demequina rhizosphaerae	1638985	OK		GCF_000971255.1-RS_2024_08_08	3034373		Contig	2015-04-01	BBMC01	394551			454 GS-FLX Titanium; Illumina MiSeq	National Institute of Technology and Evaluation Biological Resource Center	PRJDB3045	SAMD00019186	2900	2827	11.0	assembly from type material	Actinobacteria	99.09	0.84	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Micrococcales	Demequinaceae	Demequina		
GCF_900142205.1	IMG-taxon 2616644810 annotated assembly	Reichenbachiella agariperforans	156994	OK		GCF_900142205.1-RS_2024_12_09	5034103		Scaffold	2016-12-03	FRAA01	394515	505375.0	21.0		DOE - JOINT GENOME INSTITUTE	PRJEB18330	SAMN04488028	4006	3944	14.0	assembly from type material	Cytophagales	98.48	0.67	Bacteria	Pseudomonadati	Bacteroidota	Cytophagia	Cytophagales	Reichenbachiellaceae	Reichenbachiella		
GCF_016908415.1	ASM1690841v1	Caldicoprobacter guelmensis	1170224	OK		GCF_016908415.1-RS_2024_10_23	2398524		Contig	2021-02-19	JAFBDW01	394366			Illumina	DOE Joint Genome Institute	PRJNA695631	SAMN17619953	2291	2191	40.0	assembly from type material	Clostridia	99.09	0.91	Bacteria	Bacillati	Bacillota	Clostridia	Caldicoprobacterales	Caldicoprobacteraceae	Caldicoprobacter		
GCF_003206045.1	ASM320604v1	Salinicola lusitanus	1949085	OK		GCF_003206045.1-RS_2024_04_30	4415417		Scaffold	2018-06-11	PZJM01	394311	432461.0	26.0	Illumina HiSeq	Universidade de Aveiro	PRJNA371426	SAMN06299281	3979	3902	11.0	assembly from type material	Halomonadaceae	99.38	2.11	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Salinicola		
GCF_014268505.2	ASM1426850v2	Pseudomonas khorasanensis	2745508	OK		GCF_014268505.2-RS_2024_07_22	5637581		Contig	2021-07-06	JABWQP02	394261			Illumina; Oxford Nanopore MinION	KU Leuven	PRJNA639797	SAMN15248346	5159	5017	75.0	assembly from type material	Pseudomonas	99.63	0.19	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas		
GCF_003148845.1	ASM314884v1	Mucilaginibacter oryzae	468058	OK		GCF_003148845.1-RS_2024_12_11	5939202		Scaffold	2018-05-22	QGHA01	394212	514626.0	41.0	Illumina HiSeq	DOE Joint Genome Institute	PRJNA262288	SAMN05660888	5089	5000	31.0	assembly from type material	Sphingobacteriaceae	98.16	1.31	Bacteria	Pseudomonadati	Bacteroidota	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter		
GCF_900113955.1	IMG-taxon 2617270870 annotated assembly	Celeribacter neptunius	588602	OK		GCF_900113955.1-RS_2024_05_03	4398584		Scaffold	2016-11-02	FORH01	394197	449212.0	18.0		DOE - JOINT GENOME INSTITUTE	PRJEB17383	SAMN04487991	4288	4206	28.0	assembly from type material	Rhodobacterales	99.69	0.41	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Celeribacter		
GCF_009828065.1	ASM982806v1	Croceibacterium soli	1739690	Inconclusive		GCF_009828065.1-RS_2024_12_11	3084697		Contig	2020-01-02	WTYK01	394150			Illumina HiSeq	Zhejiang Sci-Tech University	PRJNA481858	SAMN13631587	2901	2829	20.0	assembly from type material	Erythrobacteraceae	89.42	7.64	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Croceibacterium		
GCF_025950235.1	ASM2595023v1	Luteolibacter arcticus	1581411	OK		GCF_025950235.1-RS_2024_08_07	7486770		Contig	2022-11-01	JAPDDT01	394109			Illumina HiSeq	Beijing Forestry University	PRJNA893410	SAMN31422305	5873	5781	31.0	assembly from type material	Verrucomicrobiaceae	98.85	5.67	Bacteria	Pseudomonadati	Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	Verrucomicrobiaceae	Luteolibacter		
GCF_039749035.1	ASM3974903v1	Flavobacterium olei	1886782	OK		GCF_039749035.1-RS_2024_05_22	5054274		Scaffold	2024-05-21	JBDKWC01	393991	726392.0	21.0	Illumina	Sun Yat-Sen University	PRJNA1110383	SAMN41345284	4326	4238	29.0	assembly from type material	Flavobacterium	99.53	0.78	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium		
GCF_013328205.1	ASM1332820v1	Sphingomonas hominis	2741495	OK		GCF_013328205.1-RS_2024_05_05	3558103		Scaffold	2020-06-10	JABULH01	393935	393935.0	36.0	Illumina HiSeq	Hohai University	PRJNA636586	SAMN15080057	3477	3391	32.0	assembly from type material	Sphingomonas	98.76	1.31	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas		
GCF_001458375.1	Tr.naphthalenivorans_CECT7648_Spades_Prokka	Tropicibacter naphthalenivorans	441103	OK		GCF_001458375.1-RS_2024_08_20	4459382		Scaffold	2015-11-09	CYSE01	393851	742329.0	33.0		UVEG	PRJEB10721	SAMEA3532112	4280	4170	61.0	assembly from type material	Rhodobacterales	99.39	0.46	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Tropicibacter		
GCF_042714525.1	ASM4271452v1	Aquirufa echingensis	3096516	OK		GCF_042714525.1-RS_2025_03_02	2818950		Scaffold	2024-10-07	JBBKYA01	393721	596508.0	14.0	Illumina NovaSeq	University of Innsbruck	PRJNA929697	SAMN38274715	2493	2433	3.0	assembly from type material	Cytophagales	96.49		Bacteria	Pseudomonadati	Bacteroidota	Cytophagia	Cytophagales	Flectobacillaceae	Aquirufa		
GCF_025195095.1	ASM2519509v1	Paracoccus maritimus	2933292	OK		GCF_025195095.1-RS_2024_05_12	3936307		Contig	2022-09-13	JANAVZ01	393615			Illumina HiSeq	Third Institute of Oceanography, Ministry of Natural Resources	PRJNA824149	SAMN27393825	3867	3740	76.0	assembly from type material	Paracoccus	99.4	1.67	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Paracoccus		
GCF_028401765.1	ASM2840176v1	Streptomyces gilvifuscus	1550617	OK		GCF_028401765.1-RS_2025_03_01	9875823		Contig	2023-02-01	JAQOSK01	393415			Illumina MiSeq	Chulalongkorn university	PRJNA928325	SAMN32926474	8972	8732	163.0	assembly from type material	Streptomyces	99.46	0.43	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces		
GCF_030056595.1	ASM3005659v1	Flectobacillus roseus	502259	OK		GCF_030056595.1-RS_2024_11_18	6644567		Contig	2023-05-21	JASHIF01	393355			Illumina HiSeq	Nanjing Institute of Geography and Limnology, Chinese Academy of Sciences	PRJNA575502	SAMN32422584	5201	5111	27.0	assembly from synonym type material	Cytophagales	99.7	0.3	Bacteria	Pseudomonadati	Bacteroidota	Cytophagia	Cytophagales	Flectobacillaceae	Flectobacillus		
GCF_016757215.1	ASM1675721v1	Fulvivirga sediminis	2803949	OK		GCF_016757215.1-RS_2024_10_23	5686206		Contig	2021-01-26	JAESIY01	392728			Illumina	Shandong University at Weihai	PRJNA693059	SAMN17376726	4704	4633	16.0	assembly from type material	Cytophagales	100.0	0.61	Bacteria	Pseudomonadati	Bacteroidota	Cytophagia	Cytophagales	Fulvivirgaceae	Fulvivirga		
GCF_013403955.1	ASM1340395v1	Winogradskyella vidalii	2615024	OK		GCF_013403955.1-RS_2024_10_23	4331412		Contig	2020-07-13	JABFDG01	392541			Illumina HiSeq	Mediterranean Institute For Advanced Studies	PRJNA630549	SAMN14839531	3703	3632	23.0	assembly from type material	Flavobacteriaceae	100.0	0.81	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Winogradskyella		
GCF_002262935.1	ASM226293v1	Lottiidibacillus patelloidae	2670334	OK		GCF_002262935.1-RS_2024_12_13	3028380		Contig	2017-08-22	NPIA01	392329			Illumina HiSeq	Third Institute of Oceanography, SOA	PRJNA396628	SAMN07430085	3223	3077	22.0	assembly from type material	Bacillaceae	97.42	1.45	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Bacillaceae	Lottiidibacillus		
GCF_003208655.1	ASM320865v1	Pedobacter nutrimenti	1241337	OK		GCF_003208655.1-RS_2024_10_23	5716991		Scaffold	2018-06-12	QKLU01	392289	757267.0	21.0	Illumina HiSeq	DOE Joint Genome Institute	PRJNA370733	SAMN06297424	4929	4862	8.0	assembly from type material	Pedobacter	96.2	3.09	Bacteria	Pseudomonadati	Bacteroidota	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter		
GCF_001592935.1	ASM159293v1	Roseivirga echinicomitans	296218	OK		GCF_001592935.1-RS_2024_10_22	4189908		Contig	2016-03-16	LRDB01	392161			Illumina MiSeq	FACULTY OF BIOSCIENCES AND MEDICAL ENGINEERING, UNIVERSITI TEKNOLOGI MALAYSIA	PRJNA308522	SAMN04382068	3753	3699	12.0	assembly from type material	Cytophagales	98.98	0.3	Bacteria	Pseudomonadati	Bacteroidota	Cytophagia	Cytophagales	Roseivirgaceae	Roseivirga		
GCF_003148775.1	ASM314877v1	Roseicyclus mahoneyensis	164332	OK		GCF_003148775.1-RS_2024_05_04	4030284		Scaffold	2018-05-22	QGGW01	392070	392070.0	32.0	Illumina HiSeq	DOE Joint Genome Institute	PRJNA439996	SAMN08770121	3989	3912	27.0	assembly from type material	Rhodobacterales	99.62	0.61	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Roseicyclus		
GCF_900107535.1	IMG-taxon 2693429882 annotated assembly	Pedobacter hartonius	425514	OK		GCF_900107535.1-RS_2024_10_22	5188723		Scaffold	2016-10-22	FNRA01	391998	391998.0	42.0		DOE - JOINT GENOME INSTITUTE	PRJEB16632	SAMN05443550	4600	4503	37.0	assembly from type material	Pedobacter	97.41	4.83	Bacteria	Pseudomonadati	Bacteroidota	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter		
GCF_021404405.1	ASM2140440v1	Billgrantia aerodenitrificans	2733483	OK		GCF_021404405.1-RS_2024_03_29	5082661		Contig	2022-01-10	JABFTV01	391978			Illumina MiSeq	The Third Institute of Oceanography, Ministry of Natural Resources of PR China	PRJNA630524	SAMN14838970	4682	4581	34.0	assembly from type material	Halomonadaceae	99.47	1.5	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Billgrantia		
GCF_004343195.1	ASM434319v1	Biostraticola tofi	466109	Inconclusive		GCF_004343195.1-RS_2024_12_11	4290872		Contig	2019-03-11	SMCR01	391830			Illumina HiSeq	DOE Joint Genome Institute	PRJNA500336	SAMN10362890	3972	3803	93.0	assembly from type material	Enterobacteriales	100.0	0.83	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Bruguierivoracaceae	Biostraticola		
GCF_020165855.1	ASM2016585v1	Celeribacter litoreus	2876714	OK		GCF_020165855.1-RS_2024_12_02	3655420		Scaffold	2021-09-25	JAIUFY01	391763	391763.0	16.0	Illumina	Shanxi Agricultural University	PRJNA763800	SAMN21450436	3559	3484	23.0	assembly from type material	Rhodobacterales	99.39	0.15	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Celeribacter		
GCF_014297355.1	ASM1429735v1	Blautia intestinalis	2763028	OK		GCF_014297355.1-RS_2024_12_13	3481912		Contig	2020-08-25	JACOQE01	391748			BGISEQ	WFCC-MRCEN World Data Centre for Microoganisms(WDCM)	PRJNA656402	SAMN15807409	3370	3191	110.0	assembly from type material	Blautia	97.53	0.08	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Blautia		
GCF_046000495.1	ASM4600049v1	Flavobacterium plantiphilum	3163297	OK		GCF_046000495.1-RS_2024_12_12	3795085		Scaffold	2024-12-11	JBELQA01	391248	404998.0	27.0	Illumina NovaSeq	IMEDEA	PRJNA1123606	SAMN41813950	3251	3176	23.0	assembly from type material	Flavobacterium	99.53	0.48	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium		
GCF_900129445.1	IMG-taxon 2695420921 annotated assembly	Salegentibacter echinorum	1073325	OK		GCF_900129445.1-RS_2024_10_22	3967303		Scaffold	2016-12-03	FQVT01	391231	391231.0	40.0		DOE - JOINT GENOME INSTITUTE	PRJEB18196	SAMN05444483	3461	3388	25.0	assembly from type material	Flavobacteriaceae	100.0		Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Salegentibacter		
GCF_004122095.1	ASM412209v1	Pseudoxanthomonas composti	2137479	OK		GCF_004122095.1-RS_2024_05_06	4340104		Scaffold	2019-01-30	SAWZ01	390821	409705.0	25.0	Illumina	School of Environment	PRJNA513434	SAMN10712917	3741	3644	37.0	assembly from type material	Pseudoxanthomonas	95.41	6.27	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Pseudoxanthomonas		
GCF_017874075.1	ASM1787407v1	Cohnella thailandensis	557557	OK		GCF_017874075.1-RS_2024_04_30	6922863		Contig	2021-04-08	JAGGKW01	390572			Illumina	DOE Joint Genome Institute	PRJNA709614	SAMN18247111	6137	6022	33.0	assembly from type material	Cohnella	96.88	13.08	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Cohnella		
GCF_900289115.1	PRJEB23930	Janibacter massiliensis	2058291	OK		GCF_900289115.1-RS_2024_12_09	2452619		Scaffold	2018-02-21	OKQN01	390483	2421633.0	14.0		URMITE	PRJEB23930	SAMEA104572231	2412	2306	55.0	assembly from type material	Janibacter	73.1	3.21	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Janibacter		
GCF_014288005.1	ASM1428800v1	Hungatella hominis	2763050	OK		GCF_014288005.1-RS_2024_06_17	7159456		Contig	2020-08-24	JACOPB01	390347			BGISEQ	WFCC-MRCEN World Data Centre for Microoganisms(WDCM)	PRJNA656402	SAMN15808049	6540	6367	87.0	assembly from type material	Lachnospiraceae	99.06	2.37	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Hungatella		
GCF_014048465.1	ASM1404846v1	Bombella mellum	2039288	Inconclusive		GCF_014048465.1-RS_2024_12_22	2070045		Contig	2020-08-03	PDLY01	390284			Illumina MiSeq	Technische Universitaet Muenchen	PRJNA408081	SAMN07674951	1895	1822	13.0	assembly from type material	Acetobacteraceae	98.33		Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Bombella		
GCF_042666235.1	ASM4266623v1	Plastorhodobacter daqingensis	1387281	Inconclusive		GCF_042666235.1-RS_2024_10_06	4217268		Scaffold	2024-10-06	JBHTFQ01	389556	389556.0	38.0	Illumina MiSeq	Institution of Microbiology, Chinese Academy of Science(WDCM)	PRJNA595761	SAMN43284522	4061	3932	76.0	assembly from type material	Rhodobacteraceae	98.88	0.88	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Plastorhodobacter		
GCF_023016805.1	ASM2301680v1	Ancylobacter crimeensis	2579147	OK		GCF_023016805.1-RS_2024_05_08	4296055		Scaffold	2022-04-17	JALKCH01	389515	389515.0	26.0	DNBSEQ-G400 platform (MGI Tech; China)	SciBear OU	PRJNA825181	SAMN27505146	3911	3807	50.0	assembly from type material	Xanthobacteraceae	98.19	1.27	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Xanthobacteraceae	Ancylobacter		
